elapsed_sec,MotorRPM,Speed,Speed_kmh,Distance_km
1432.547,0,0,0.0,0.0
1432.814,0,0,0.0,0.0
1432.851,0,0,0.0,0.0
1433.044,0,0,0.0,0.0
1433.348,0,0,0.0,0.0
1433.447,0,0,0.0,0.0
1433.774,0,0,0.0,0.0
1433.846,0,0,0.0,0.0
1433.861,0,0,0.0,0.0
1433.952,0,0,0.0,0.0
1434.137,0,0,0.0,0.0
1434.442,0,0,0.0,0.0
1434.554,0,0,0.0,0.0
1434.752,0,0,0.0,0.0
1434.852,0,0,0.0,0.0
1434.865,0,0,0.0,0.0
1435.239,0,0,0.0,0.0
1435.243,0,0,0.0,0.0
1435.758,0,0,0.0,0.0
1435.862,0,0,0.0,0.0
1435.874,0,0,0.0,0.0
1436.238,0,0,0.0,0.0
1436.434,0,0,0.0,0.0
1436.439,0,0,0.0,0.0
1436.539,0,0,0.0,0.0
1436.846,0,0,0.0,0.0
1436.866,0,0,0.0,0.0
1437.138,0,0,0.0,0.0
1437.434,0,0,0.0,0.0
1437.438,0,0,0.0,0.0
1437.438,0,0,0.0,0.0
1437.842,0,0,0.0,0.0
1437.863,0,0,0.0,0.0
1438.134,0,0,0.0,0.0
1438.144,0,0,0.0,0.0
1438.236,0,0,0.0,0.0
1438.338,0,0,0.0,0.0
1438.866,0,0,0.0,0.0
1439.134,0,0,0.0,0.0
1439.134,0,0,0.0,0.0
1439.143,0,0,0.0,0.0
1439.247,0,0,0.0,0.0
1439.443,0,0,0.0,0.0
1439.539,0,0,0.0,0.0
1439.842,0,0,0.0,0.0
1439.869,0,0,0.0,0.0
1440.034,0,0,0.0,0.0
1440.042,0,0,0.0,0.0
1440.242,0,0,0.0,0.0
1440.44,0,0,0.0,0.0
1440.538,0,0,0.0,0.0
1440.739,0,0,0.0,0.0
1440.74,0,0,0.0,0.0
1440.839,0,0,0.0,0.0
1440.84,0,0,0.0,0.0
1440.873,0,0,0.0,0.0
1440.963,0,0,0.0,0.0
1441.039,0,0,0.0,0.0
1441.235,0,0,0.0,0.0
1441.34,0,0,0.0,0.0
1441.54,0,0,0.0,0.0
1441.739,0,0,0.0,0.0
1441.84,0,0,0.0,0.0
1441.847,0,0,0.0,0.0
1442.037,0,0,0.0,0.0
1442.134,0,0,0.0,0.0
1442.337,0,0,0.0,0.0
1442.337,0,0,0.0,0.0
1442.35,0,0,0.0,0.0
1442.534,0,0,0.0,0.0
1442.538,0,0,0.0,0.0
1442.541,0,0,0.0,0.0
1442.845,0,0,0.0,0.0
1442.938,0,0,0.0,0.0
1443.134,0,0,0.0,0.0
1443.436,0,0,0.0,0.0
1443.437,0,0,0.0,0.0
1443.45,0,0,0.0,0.0
1443.537,0,0,0.0,0.0
1443.74,0,0,0.0,0.0
1443.844,0,0,0.0,0.0
1443.862,0,0,0.0,0.0
1443.938,0,0,0.0,0.0
1444.136,0,0,0.0,0.0
1444.142,0,0,0.0,0.0
1444.434,0,0,0.0,0.0
1444.437,0,0,0.0,0.0
1444.744,0,0,0.0,0.0
1444.753,0,0,0.0,0.0
1444.86,0,0,0.0,0.0
1444.934,0,0,0.0,0.0
1444.942,0,0,0.0,0.0
1445.136,0,0,0.0,0.0
1445.434,0,0,0.0,0.0
1445.436,0,0,0.0,0.0
1445.436,0,0,0.0,0.0
1445.537,0,0,0.0,0.0
1445.557,0,0,0.0,0.0
1445.794,0,0,0.0,0.0
1445.85,0,0,0.0,0.0
1445.863,0,0,0.0,0.0
1446.235,0,0,0.0,0.0
1446.436,0,0,0.0,0.0
1446.436,0,0,0.0,0.0
1446.537,0,0,0.0,0.0
1446.54,0,0,0.0,0.0
1446.834,0,0,0.0,0.0
1446.837,0,0,0.0,0.0
1446.847,0,0,0.0,0.0
1446.855,0,0,0.0,0.0
1447.235,0,0,0.0,0.0
1447.235,0,0,0.0,0.0
1447.436,0,0,0.0,0.0
1447.738,0,0,0.0,0.0
1447.743,0,0,0.0,0.0
1447.763,0,0,0.0,0.0
1447.834,0,0,0.0,0.0
1448.234,0,0,0.0,0.0
1448.335,0,0,0.0,0.0
1448.433,0,0,0.0,0.0
1448.533,0,0,0.0,0.0
1448.536,0,0,0.0,0.0
1448.84,0,0,0.0,0.0
1448.84,0,0,0.0,0.0
1448.846,0,0,0.0,0.0
1449.439,0,0,0.0,0.0
1449.535,0,0,0.0,0.0
1449.737,0,0,0.0,0.0
1449.837,0,0,0.0,0.0
1449.839,0,0,0.0,0.0
1450.037,0,0,0.0,0.0
1450.533,0,0,0.0,0.0
1450.736,0,0,0.0,0.0
1450.737,0,0,0.0,0.0
1450.837,0,0,0.0,0.0
1450.936,0,0,0.0,0.0
1451.533,0,0,0.0,0.0
1451.736,0,0,0.0,0.0
1451.936,0,0,0.0,0.0
1451.936,0,0,0.0,0.0
1452.835,0,0,0.0,0.0
1452.936,0,0,0.0,0.0
1454.033,0,0,0.0,0.0
1467.856,0,0,0.0,0.0
1468.033,0,0,0.0,0.0
1468.832,0,0,0.0,0.0
1468.851,0,0,0.0,0.0
1469.229,0,0,0.0,0.0
1469.329,0,0,0.0,0.0
1469.335,0,0,0.0,0.0
1470.229,0,0,0.0,0.0
1470.329,0,0,0.0,0.0
1470.53,0,0,0.0,0.0
1470.63,0,0,0.0,0.0
1470.863,0,0,0.0,0.0
1471.134,0,0,0.0,0.0
1471.336,0,0,0.0,0.0
1471.53,0,0,0.0,0.0
1471.53,0,0,0.0,0.0
1471.841,0,0,0.0,0.0
1471.851,0,0,0.0,0.0
1472.129,0,0,0.0,0.0
1472.33,0,0,0.0,0.0
1472.334,0,0,0.0,0.0
1472.53,0,0,0.0,0.0
1472.604,0,0,0.0,0.0
1472.63,0,0,0.0,0.0
1472.843,0,0,0.0,0.0
1473.034,0,0,0.0,0.0
1473.234,0,0,0.0,0.0
1473.43,0,0,0.0,0.0
1473.533,0,0,0.0,0.0
1473.535,0,0,0.0,0.0
1473.574,0,0,0.0,0.0
1473.629,0,0,0.0,0.0
1473.928,0,0,0.0,0.0
1474.128,0,0,0.0,0.0
1474.129,0,0,0.0,0.0
1474.334,0,0,0.0,0.0
1474.529,0,0,0.0,0.0
1474.634,0,0,0.0,0.0
1474.833,0,0,0.0,0.0
1474.833,0,0,0.0,0.0
1474.849,0,0,0.0,0.0
1474.928,0,0,0.0,0.0
1475.128,0,0,0.0,0.0
1475.228,0,0,0.0,0.0
1475.239,0,0,0.0,0.0
1475.341,0,0,0.0,0.0
1475.629,0,0,0.0,0.0
1475.832,0,0,0.0,0.0
1475.845,0,0,0.0,0.0
1476.03,0,0,0.0,0.0
1476.127,0,0,0.0,0.0
1476.226,0,0,0.0,0.0
1476.329,0,0,0.0,0.0
1476.428,0,0,0.0,0.0
1476.537,0,0,0.0,0.0
1476.624,0,0,0.0,0.0
1476.63,0,0,0.0,0.0
1476.832,0,0,0.0,0.0
1476.853,0,0,0.0,0.0
1477.03,0,0,0.0,0.0
1477.127,0,0,0.0,0.0
1477.225,0,0,0.0,0.0
1477.328,0,0,0.0,0.0
1477.426,0,0,0.0,0.0
1477.528,0,0,0.0,0.0
1477.634,0,0,0.0,0.0
1477.743,0,0,0.0,0.0
1477.829,0,0,0.0,0.0
1477.843,0,0,0.0,0.0
1477.853,0,0,0.0,0.0
1478.227,0,0,0.0,0.0
1478.333,0,0,0.0,0.0
1478.336,0,0,0.0,0.0
1478.349,0,0,0.0,0.0
1478.425,0,0,0.0,0.0
1478.628,0,0,0.0,0.0
1478.736,0,0,0.0,0.0
1478.844,0,0,0.0,0.0
1479.224,0,0,0.0,0.0
1479.327,0,0,0.0,0.0
1479.527,0,0,0.0,0.0
1479.528,0,0,0.0,0.0
1479.534,0,0,0.0,0.0
1479.627,0,0,0.0,0.0
1479.629,0,0,0.0,0.0
1479.838,0,0,0.0,0.0
1479.858,0,0,0.0,0.0
1480.126,0,0,0.0,0.0
1480.431,0,0,0.0,0.0
1480.524,0,0,0.0,0.0
1480.527,0,0,0.0,0.0
1480.628,0,0,0.0,0.0
1480.633,0,0,0.0,0.0
1480.747,0,0,0.0,0.0
1480.849,0,0,0.0,0.0
1481.03,0,0,0.0,0.0
1481.424,0,0,0.0,0.0
1481.427,0,0,0.0,0.0
1481.533,0,0,0.0,0.0
1481.574,0,0,0.0,0.0
1481.625,0,0,0.0,0.0
1481.847,0,0,0.0,0.0
1481.928,0,0,0.0,0.0
1481.928,0,0,0.0,0.0
1482.126,0,0,0.0,0.0
1482.326,0,0,0.0,0.0
1482.426,0,0,0.0,0.0
1482.533,0,0,0.0,0.0
1482.614,0,0,0.0,0.0
1482.83,0,0,0.0,0.0
1482.834,0,0,0.0,0.0
1482.851,0,0,0.0,0.0
1483.027,0,0,0.0,0.0
1483.126,0,0,0.0,0.0
1483.231,0,0,0.0,0.0
1483.429,0,0,0.0,0.0
1483.574,0,0,0.0,0.0
1483.627,0,0,0.0,0.0
1483.83,0,0,0.0,0.0
1483.83,0,0,0.0,0.0
1483.834,0,0,0.0,0.0
1483.851,0,0,0.0,0.0
1484.025,0,0,0.0,0.0
1484.231,0,0,0.0,0.0
1484.335,0,0,0.0,0.0
1484.426,0,0,0.0,0.0
1484.564,0,0,0.0,0.0
1484.614,0,0,0.0,0.0
1484.828,0,0,0.0,0.0
1484.83,0,0,0.0,0.0
1484.926,0,0,0.0,0.0
1484.94,0,0,0.0,0.0
1485.027,0,0,0.0,0.0
1485.225,0,0,0.0,0.0
1485.331,0,0,0.0,0.0
1485.432,0,0,0.0,0.0
1485.564,0,0,0.0,0.0
1485.626,0,0,0.0,0.0
1485.631,0,0,0.0,0.0
1485.926,0,0,0.0,0.0
1486.027,0,0,0.0,0.0
1486.028,0,0,0.0,0.0
1486.125,0,0,0.0,0.0
1486.225,0,0,0.0,0.0
1486.431,0,0,0.0,0.0
1486.529,0,0,0.0,0.0
1486.853,0,0,0.0,0.0
1486.924,0,0,0.0,0.0
1486.926,0,0,0.0,0.0
1487.225,0,0,0.0,0.0
1487.228,0,0,0.0,0.0
1487.325,0,0,0.0,0.0
1487.339,0,0,0.0,0.0
1487.526,0,0,0.0,0.0
1487.564,0,0,0.0,0.0
1487.834,0,0,0.0,0.0
1487.841,0,0,0.0,0.0
1487.926,0,0,0.0,0.0
1488.222,0,0,0.0,0.0
1488.324,0,0,0.0,0.0
1488.325,0,0,0.0,0.0
1488.437,0,0,0.0,0.0
1488.524,0,0,0.0,0.0
1488.564,0,0,0.0,0.0
1488.626,0,0,0.0,0.0
1488.93,0,0,0.0,0.0
1489.425,0,0,0.0,0.0
1489.525,0,0,0.0,0.0
1489.531,0,0,0.0,0.0
1489.624,0,0,0.0,0.0
1489.625,0,0,0.0,0.0
1489.734,0,0,0.0,0.0
1489.839,0,0,0.0,0.0
1490.525,0,0,0.0,0.0
1490.622,0,0,0.0,0.0
1490.624,0,0,0.0,0.0
1490.837,0,0,0.0,0.0
1491.531,0,0,0.0,0.0
1491.544,0,0,0.0,0.0
1491.564,0,0,0.0,0.0
1491.622,0,0,0.0,0.0
1492.554,0,0,0.0,0.0
1492.828,0,0,0.0,0.0
1493.554,0,0,0.0,0.0
1493.614,0,0,0.0,0.0
1493.831,0,0,0.0,0.0
1494.024,0,0,0.0,0.0
1495.024,0,0,0.0,0.0
1506.822,0,0,0.0,0.0
1507.822,0,0,0.0,0.0
1508.116,0,0,0.0,0.0
1509.116,0,0,0.0,0.0
1509.419,0,0,0.0,0.0
1509.854,0,0,0.0,0.0
1510.218,0,0,0.0,0.0
1510.218,0,0,0.0,0.0
1510.416,0,0,0.0,0.0
1510.847,0,0,0.0,0.0
1511.118,0,0,0.0,0.0
1511.418,0,0,0.0,0.0
1511.518,0,0,0.0,0.0
1511.518,0,0,0.0,0.0
1511.845,0,0,0.0,0.0
1512.118,0,0,0.0,0.0
1512.418,0,0,0.0,0.0
1512.421,0,0,0.0,0.0
1512.522,0,0,0.0,0.0
1512.618,0,0,0.0,0.0
1512.838,0,0,0.0,0.0
1513.217,0,0,0.0,0.0
1513.217,0,0,0.0,0.0
1513.315,0,0,0.0,0.0
1513.624,0,0,0.0,0.0
1513.835,0,0,0.0,0.0
1514.217,0,0,0.0,0.0
1514.317,0,0,0.0,0.0
